,amount,symbol,cash,date,signer,sender,asset
1465,0.867763,USDC,USDC,2022-01-13,Dn8du4SBy2pHFtsy2obfRGXrUDWrEMENUiVBhYeHKNmd,Dn8du4SBy2pHFtsy2obfRGXrUDWrEMENUiVBhYeHKNmd,BTC
1466,500.000013,USDC,USDC,2022-01-13,E1Jz9U2ADAam2qZSWcXhuqqND5WBZKUbNHTesx4HwJp6,E1Jz9U2ADAam2qZSWcXhuqqND5WBZKUbNHTesx4HwJp6,SOL
1467,1379.75321,USDC,USDC,2022-01-13,EBjkJU795tVwbEy5H73fzCcnqFdzUPUqXmtCdi18bETR,EBjkJU795tVwbEy5H73fzCcnqFdzUPUqXmtCdi18bETR,SOL
1468,11464.842832,USDC,USDC,2022-01-13,EuJ1p6peLMZXkijGta1DertpKLzjfLbdktdhk64nYbfX,EuJ1p6peLMZXkijGta1DertpKLzjfLbdktdhk64nYbfX,SOL
1469,800000.0,USDC,USDC,2022-01-13,GFpNdXho1pkJFn1xiH3nXKLY5LqUq5T27b9ZY8dKkNRg,GFpNdXho1pkJFn1xiH3nXKLY5LqUq5T27b9ZY8dKkNRg,SOL
1470,8.15,USDC,USDC,2022-01-13,GHFokkmmWrZ5bDrenDZLxDNTunzaJprjdX4BJa4FvSqm,GHFokkmmWrZ5bDrenDZLxDNTunzaJprjdX4BJa4FvSqm,SOL
1471,3000.0,USDC,USDC,2022-01-13,GJABjG9mDXtiedmfp9thKTVt9oxPjiGHAaEJd3k4thZ2,GJABjG9mDXtiedmfp9thKTVt9oxPjiGHAaEJd3k4thZ2,SOL
1472,100.0,USDC,USDC,2022-01-13,HCRBMdxYhxPPhfZDxLUYkx35GrM7rUkeTqQYxp4XWUUs,HCRBMdxYhxPPhfZDxLUYkx35GrM7rUkeTqQYxp4XWUUs,SOL
1473,15007.658693,USDC,USDC,2022-01-13,HZddCPwW7298zwoJ7RhT8ePD2Lq442VsVTq934QkEDdo,HZddCPwW7298zwoJ7RhT8ePD2Lq442VsVTq934QkEDdo,SOL
1474,30.0,USDC,USDC,2022-01-13,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,SOL
1475,420.882608,USDC,USDC,2022-01-13,J6BmTWbZANcQxqg8VBcRekq8kMWUTNDSQpdut1rN67Ss,J6BmTWbZANcQxqg8VBcRekq8kMWUTNDSQpdut1rN67Ss,SOL
1476,100.0,USDC,USDC,2022-01-13,KaBigUpvtEufzyieR6oPYbbNLSmTyjxdcYroWzqxjcv,KaBigUpvtEufzyieR6oPYbbNLSmTyjxdcYroWzqxjcv,SOL
1477,100.0,USDC,USDC,2022-01-13,iEXYXt9JNg6tud7wsHcTe349MNWHBgAoRptNpasAGwb,iEXYXt9JNg6tud7wsHcTe349MNWHBgAoRptNpasAGwb,SOL
1478,400.0,USDC,USDC,2022-01-13,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E,m7gf1jAYXBZjRZEY9w4MjPfhzLwgDKaXyaCVhRD6C5E,SOL
1479,30.262075,USDC,USDC,2022-01-13,nA4G5XA74FboHN4uyAVTnbc9J832CQUAa8cg4xh2Ch3,nA4G5XA74FboHN4uyAVTnbc9J832CQUAa8cg4xh2Ch3,SOL
1480,4670.884953,USDC,USDC,2022-01-13,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,SOL
1481,129.002794,USDC,USDC,2022-01-14,13f27oAJBfZkSZuJpbxrpfLeGi3NJUeC4xBEx48sS86d,13f27oAJBfZkSZuJpbxrpfLeGi3NJUeC4xBEx48sS86d,SOL
1482,2500.0,USDC,USDC,2022-01-14,13oJuQU2aZSCjDdBJ6XSToAfiE4tH6UxdPe5VVc97sC2,13oJuQU2aZSCjDdBJ6XSToAfiE4tH6UxdPe5VVc97sC2,SOL
1483,100.0,USDC,USDC,2022-01-14,2daC7yeQHms9QtWw6VXJtmSh6xfVgw1Y3r8qVeqrg3mU,2daC7yeQHms9QtWw6VXJtmSh6xfVgw1Y3r8qVeqrg3mU,SOL
1484,3.16356,USDC,USDC,2022-01-14,2ebyqKeeYQTzfd3qhgACWtti3QmTYrGEXJFDtgZsEQYV,2ebyqKeeYQTzfd3qhgACWtti3QmTYrGEXJFDtgZsEQYV,SOL
1485,5000.0,USDC,USDC,2022-01-14,3J2Uowphed2ctkMiXJ4itjxpyvh1RjChjDLV6KDf5eTb,3J2Uowphed2ctkMiXJ4itjxpyvh1RjChjDLV6KDf5eTb,SOL
1486,10000.0,USDC,USDC,2022-01-14,3KiMpRp7kH1WBkVCTQ1SMpeFp9HSvfzX7V5k5JkSpqMg,3KiMpRp7kH1WBkVCTQ1SMpeFp9HSvfzX7V5k5JkSpqMg,SOL
1487,100.0,USDC,USDC,2022-01-14,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,SOL
1488,201.536068,USDC,USDC,2022-01-14,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,3uxVyVkqPaAyWL4R4dvM178Nzs5b3qAqDBC9w2NSfx1s,MNGO
1489,10000.0,USDC,USDC,2022-01-14,4AUBcTAaRAgx9PXqo1VqNfKHzJD6kk7srRJnbFMtTQFa,4AUBcTAaRAgx9PXqo1VqNfKHzJD6kk7srRJnbFMtTQFa,SOL
1490,1000.0,USDC,USDC,2022-01-14,4MEh858drqZjzSdtcdKqnpHWnRxCQ2ihQRachh1ZTH6N,4MEh858drqZjzSdtcdKqnpHWnRxCQ2ihQRachh1ZTH6N,SOL
1491,30.540987,USDC,USDC,2022-01-14,4igKDLbGwyrLCfqEsD4T3w5Yi7ZydBpJQNRxBw6e5fx8,4igKDLbGwyrLCfqEsD4T3w5Yi7ZydBpJQNRxBw6e5fx8,SOL
1492,200.0,USDC,USDC,2022-01-14,56EvivmSjdcGQhpuzoUv967DQp8RCEoDpZquhHf9ciCu,56EvivmSjdcGQhpuzoUv967DQp8RCEoDpZquhHf9ciCu,SOL
1493,2002.279434,USDC,USDC,2022-01-14,5AnuDgxFA4GiqJX1LjoE9Az7ytGjxP68aXFuiihyH7t1,5AnuDgxFA4GiqJX1LjoE9Az7ytGjxP68aXFuiihyH7t1,SOL
1494,1.0,USDC,USDC,2022-01-14,5B8RdZo7uQNvDg66yCuAGWcH2wbdxBFAH7aYzDcsXM9T,5B8RdZo7uQNvDg66yCuAGWcH2wbdxBFAH7aYzDcsXM9T,SOL
1495,15000.0,USDC,USDC,2022-01-14,5KTU97aQ885c6QZxvGpRPHXTgpFVNdH9LG5431ePoH4d,5KTU97aQ885c6QZxvGpRPHXTgpFVNdH9LG5431ePoH4d,SOL
1496,300.0,USDC,USDC,2022-01-14,5KyLpszd6FH3Cru62mwXrnxMjm9ScJ4FVQWf9tC827W8,5KyLpszd6FH3Cru62mwXrnxMjm9ScJ4FVQWf9tC827W8,SOL
1497,100.0,USDC,USDC,2022-01-14,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,SOL
1498,958.896157,USDC,USDC,2022-01-14,61fertdALqc8Jy3k62CkfkhSMiHzhNE6Fy23vFeLBKfh,61fertdALqc8Jy3k62CkfkhSMiHzhNE6Fy23vFeLBKfh,SOL
1499,1500.0,USDC,USDC,2022-01-14,66FazQYxrnWXhuP57hF9fYUvwcAah2SJfdEdkNwJJUpx,66FazQYxrnWXhuP57hF9fYUvwcAah2SJfdEdkNwJJUpx,SOL
1500,170000.0,USDC,USDC,2022-01-14,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,SOL
1501,10000.0,USDC,USDC,2022-01-14,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,MNGO
1502,10000.0,USDC,USDC,2022-01-14,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,6py8hrzEWYXFVRtNf6eyVbKyB1CjrBEaMCXxZR1SgPxx,BTC
1503,75000.0,USDC,USDC,2022-01-14,77XbcgWv7i6rPUyzgKNT1Ji9PDbShMU2SFbXLuhUXBSL,77XbcgWv7i6rPUyzgKNT1Ji9PDbShMU2SFbXLuhUXBSL,SOL
1504,3518.195514,USDC,USDC,2022-01-14,7KpRwFePKJPcMiFRVzG7R2HgsEviZX5ZGbuMtUnQe8Xn,7KpRwFePKJPcMiFRVzG7R2HgsEviZX5ZGbuMtUnQe8Xn,SOL
1505,1013.301583,USDC,USDC,2022-01-14,7REfz3kB6ju6BzZs43RSbbS4u75KdMKSEitYiEG57yov,7REfz3kB6ju6BzZs43RSbbS4u75KdMKSEitYiEG57yov,SOL
1506,17942.284077,USDC,USDC,2022-01-14,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We,SOL
1507,10000.0,USDC,USDC,2022-01-14,8cbnR416qGpfUxhBR4msuLH1zqcL7tZdU9E66RM6vsin,8cbnR416qGpfUxhBR4msuLH1zqcL7tZdU9E66RM6vsin,SOL
1508,100141.989677,USDC,USDC,2022-01-14,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,SOL
1509,111.432534,USDC,USDC,2022-01-14,8uTiB57CfHqVs2x4SPQ54HaZ6tykrMVh69hc4tuYMPXX,8uTiB57CfHqVs2x4SPQ54HaZ6tykrMVh69hc4tuYMPXX,SOL
1510,100.0,USDC,USDC,2022-01-14,9NXNaeGN9b7J4pTAbfoDtuz9knP6Mgxn8tFzmxyo1gkB,9NXNaeGN9b7J4pTAbfoDtuz9knP6Mgxn8tFzmxyo1gkB,SOL
1511,104.0,USDC,USDC,2022-01-14,9QsuXC3c8xt68rcoiTQNfr4x7RVZqzJU3eqwjUHkFtPq,9QsuXC3c8xt68rcoiTQNfr4x7RVZqzJU3eqwjUHkFtPq,SOL
1512,850.0,USDC,USDC,2022-01-14,9uBfLP6iQfNikHVqHMKe3cVNdCe88pDRmMM26MLCu8VU,9uBfLP6iQfNikHVqHMKe3cVNdCe88pDRmMM26MLCu8VU,SOL
1513,5152.829636,USDC,USDC,2022-01-14,AEFLpRmj4fzbJHrVbqAQWiwGzAzq8By8rx23LopVGKV3,AEFLpRmj4fzbJHrVbqAQWiwGzAzq8By8rx23LopVGKV3,SOL
1514,481.697138,USDC,USDC,2022-01-14,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,SOL
1515,50.0,USDC,USDC,2022-01-14,AfNmKQoWBJCkYZbvfGxpsxYE7orzU5poenM7EbjR9LL4,AfNmKQoWBJCkYZbvfGxpsxYE7orzU5poenM7EbjR9LL4,SOL
1516,200.0,USDC,USDC,2022-01-14,AzJpxi4hqG69SR7A5A5Lska68zqqiGA1ZevCmPwdg5R5,AzJpxi4hqG69SR7A5A5Lska68zqqiGA1ZevCmPwdg5R5,SOL
1517,200.0,USDC,USDC,2022-01-14,B6w83eAGYjGbr4eZYCFB5cVTSh1qr8JxqLeLBPf7iEgU,B6w83eAGYjGbr4eZYCFB5cVTSh1qr8JxqLeLBPf7iEgU,SOL
1518,500.0,USDC,USDC,2022-01-14,BYjKDAtfAh91TgR2r2P1uanwmaquNi2Qjy2jdcNVMffX,BYjKDAtfAh91TgR2r2P1uanwmaquNi2Qjy2jdcNVMffX,SOL
1519,500.313629,USDC,USDC,2022-01-14,BZ8zM7xycRoWzHD29VXaL8suzmqRHSxLsp96MhoJmeth,BZ8zM7xycRoWzHD29VXaL8suzmqRHSxLsp96MhoJmeth,SOL
1520,1851.101134,USDC,USDC,2022-01-14,BdYfRfa9Air5SZeCC1QVkB6hrQrvaRJunCiax6bxkJRt,BdYfRfa9Air5SZeCC1QVkB6hrQrvaRJunCiax6bxkJRt,SOL
1521,5000.0,USDC,USDC,2022-01-14,BpvbaZ7GrKt3Aq9TQC59eNfZKco3UaM5fscMjkkHLmmC,BpvbaZ7GrKt3Aq9TQC59eNfZKco3UaM5fscMjkkHLmmC,SOL
1522,1598.067921,USDC,USDC,2022-01-14,CiTqDkbSvvQsKuqMJTwUpUAQmjn2jNBsvtUuwzhpoUAp,CiTqDkbSvvQsKuqMJTwUpUAQmjn2jNBsvtUuwzhpoUAp,SOL
1523,10000.0,USDC,USDC,2022-01-14,CpgbZ8xgh127a1ga2ZryEh6yhDF6hPeHFpUwVuvwtsCS,CpgbZ8xgh127a1ga2ZryEh6yhDF6hPeHFpUwVuvwtsCS,SOL
1524,1639.702675,USDC,USDC,2022-01-14,DSjVpreALCndm6ddZJsmHp7UN1fE3EwkdeqDZXLivoyS,DSjVpreALCndm6ddZJsmHp7UN1fE3EwkdeqDZXLivoyS,SOL
1525,74.614304,USDC,USDC,2022-01-14,DeT8y13Mm7UpoEY5FGYqfB8vBBi9zb8iiUaXeLYG7ze,DeT8y13Mm7UpoEY5FGYqfB8vBBi9zb8iiUaXeLYG7ze,SOL
1526,1500.0,USDC,USDC,2022-01-14,DprdrwH83FAcdsvE55BXJEHz9BD18reZ1QuBrTeb5eW3,DprdrwH83FAcdsvE55BXJEHz9BD18reZ1QuBrTeb5eW3,SOL
1527,150000.0,USDC,USDC,2022-01-14,Du8FCdWbX5Ko1ycViMPFhzEHoGqY88eFwSCFw7FoGDoL,Du8FCdWbX5Ko1ycViMPFhzEHoGqY88eFwSCFw7FoGDoL,SOL
1528,2500.0,USDC,USDC,2022-01-14,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC,Dv8eDMkM4mGUg87Uwku9jh5PdeckKEqGhTRDQhfifhHC,SOL
1529,9000.0,USDC,USDC,2022-01-14,EePvW3yKoDTvUE9FCmpmD67JwLqaYqKUM2ZpHK1dbyT6,EePvW3yKoDTvUE9FCmpmD67JwLqaYqKUM2ZpHK1dbyT6,SOL
1530,5021.053955,USDC,USDC,2022-01-14,F8v3kbccVEebNyABmuM5jxRED4YUnvvhLdAVZo2t4CzY,F8v3kbccVEebNyABmuM5jxRED4YUnvvhLdAVZo2t4CzY,SOL
1531,399.740628,USDC,USDC,2022-01-14,FvVnLn2KuxJwf1qQR4jrmWWLpHbwLwzpJt8kfJYUEDR2,FvVnLn2KuxJwf1qQR4jrmWWLpHbwLwzpJt8kfJYUEDR2,SOL
1532,10.0,USDC,USDC,2022-01-14,G3cqMSBuWu88kPhXutEwYWEY9GRUMVhU5SLdvJte9X4U,G3cqMSBuWu88kPhXutEwYWEY9GRUMVhU5SLdvJte9X4U,SOL
1533,500.706703,USDC,USDC,2022-01-14,G5p5aZEdPoj8Z79tNCNNDgw7NicrU2yK259PM3MVY487,G5p5aZEdPoj8Z79tNCNNDgw7NicrU2yK259PM3MVY487,SOL
1534,5000.0,USDC,USDC,2022-01-14,GjBPFGrUwiPeAYpVE4QGa5bPqTZaWPz3GjihvMBrCLiy,GjBPFGrUwiPeAYpVE4QGa5bPqTZaWPz3GjihvMBrCLiy,SOL
1535,900.0,USDC,USDC,2022-01-14,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,SOL
1536,14325.279791,USDC,USDC,2022-01-14,H6cWzLnnFw3MAKRWpRhBL3Hom44gZqtmnVpuj1vYWZM9,H6cWzLnnFw3MAKRWpRhBL3Hom44gZqtmnVpuj1vYWZM9,SOL
1537,112.0,USDC,USDC,2022-01-14,H8avLeidfpcnYKtcykCcwyUPeDR8yAVDyr2d4sUk4Jqs,H8avLeidfpcnYKtcykCcwyUPeDR8yAVDyr2d4sUk4Jqs,SOL
1538,100.0,USDC,USDC,2022-01-14,HK8FJuxL52jXRTi38YKxZ9KZfoSFzUbngnopmyQT7XiE,HK8FJuxL52jXRTi38YKxZ9KZfoSFzUbngnopmyQT7XiE,BTC
1539,25.0,USDC,USDC,2022-01-14,HZ73ypT4Xjku3zBzXJVAqMfo1b4qXXaZ2tThQDtSkhzW,HZ73ypT4Xjku3zBzXJVAqMfo1b4qXXaZ2tThQDtSkhzW,SOL
1540,150744.120689,USDC,USDC,2022-01-14,HiH4K7FdaToxNrt4FutwVtNSp4p3zaQmt1n9ofjz2gkS,HiH4K7FdaToxNrt4FutwVtNSp4p3zaQmt1n9ofjz2gkS,SOL
1541,375.0,USDC,USDC,2022-01-14,HsyUnRrMyc8VeBaeLPx38JQrhxJetNV9mttefyxapq9D,HsyUnRrMyc8VeBaeLPx38JQrhxJetNV9mttefyxapq9D,SOL
1542,19.206839,USDC,USDC,2022-01-14,nA4G5XA74FboHN4uyAVTnbc9J832CQUAa8cg4xh2Ch3,nA4G5XA74FboHN4uyAVTnbc9J832CQUAa8cg4xh2Ch3,SOL
1543,496.342331,USDC,USDC,2022-01-14,qCsGoEDKsVtPcJVxByb7qSm9KTvKPD2g1qYpY2FVT9M,qCsGoEDKsVtPcJVxByb7qSm9KTvKPD2g1qYpY2FVT9M,SOL
1544,4981.322869,USDC,USDC,2022-01-14,sxQ4FoSMKvhtpC47yo4hkdYXpwZ1fM2ZxdQqNDLRFQH,sxQ4FoSMKvhtpC47yo4hkdYXpwZ1fM2ZxdQqNDLRFQH,SOL
1545,15000.0,USDC,USDC,2022-01-14,v3iqNntDy5p16cjEfvirA7Xwbx9FPgXWVaz6Q3ANyhT,v3iqNntDy5p16cjEfvirA7Xwbx9FPgXWVaz6Q3ANyhT,SOL
1546,279.98379,USDC,USDC,2022-01-14,ydoEZb7mY1LfjBzArM7c3Ejjj8rfPtnt7LQiY9sdFxw,ydoEZb7mY1LfjBzArM7c3Ejjj8rfPtnt7LQiY9sdFxw,MNGO
1547,0.675,USDC,USDC,2022-01-14,zspqUJW5swHDKvNyXmaCWGGrGpDHmWn5YzFeRyNrVei,zspqUJW5swHDKvNyXmaCWGGrGpDHmWn5YzFeRyNrVei,SOL
1548,700.0,USDC,USDC,2022-01-15,22CGpRrjpv5hzYSCpppHNvuzhG16ARrjdnH14Kv5ajap,22CGpRrjpv5hzYSCpppHNvuzhG16ARrjdnH14Kv5ajap,SOL
1549,12548.500265,USDC,USDC,2022-01-15,2kCYNsXrLk3dJx6zyhoPhdFg1cYcmXA1X6md6SqccTfC,2kCYNsXrLk3dJx6zyhoPhdFg1cYcmXA1X6md6SqccTfC,SOL
1550,50.057402,USDC,USDC,2022-01-15,2ksyFviv3xhnqUagb62r8RTkhcqW6WUC543vngu5wgap,2ksyFviv3xhnqUagb62r8RTkhcqW6WUC543vngu5wgap,SOL
1551,1211.363017,USDC,USDC,2022-01-15,2qaUUvUfTGFnPB5tL8UacJbLkrpGmMmaHmfrCQXh7mcT,2qaUUvUfTGFnPB5tL8UacJbLkrpGmMmaHmfrCQXh7mcT,SOL
1552,75.0,USDC,USDC,2022-01-15,3RdSAuqNYV58RqGRvXDaDSkW2LfuWkE4CiNBnoVyvzsR,3RdSAuqNYV58RqGRvXDaDSkW2LfuWkE4CiNBnoVyvzsR,SOL
1553,2670.415548,USDC,USDC,2022-01-15,3Wv3ky3bzX3UqrAjzShSTT2FVQ2quEYE9W1QmjJTwoJj,3Wv3ky3bzX3UqrAjzShSTT2FVQ2quEYE9W1QmjJTwoJj,SOL
1554,500.0,USDC,USDC,2022-01-15,3a2YxmuEWgcZP8w5AhPoiXTbXA7Y6HgrMBF8JcaMwJcT,3a2YxmuEWgcZP8w5AhPoiXTbXA7Y6HgrMBF8JcaMwJcT,SOL
1555,500.0,USDC,USDC,2022-01-15,3kPv3agm6wgsEjWtSbPnrsdiEZGMxJx2Ecn3XJPg443M,3kPv3agm6wgsEjWtSbPnrsdiEZGMxJx2Ecn3XJPg443M,SOL
1556,27.001189,USDC,USDC,2022-01-15,457sJjWm5h1Y2KLDMDQ6JhvWsUMkKqHuzMj9cTpA7EMu,457sJjWm5h1Y2KLDMDQ6JhvWsUMkKqHuzMj9cTpA7EMu,SOL
1557,147.883732,USDC,USDC,2022-01-15,53dw4Gryz1AUvdYG1FM9F1EgEgjqmfFJx1vmmogdhJp2,53dw4Gryz1AUvdYG1FM9F1EgEgjqmfFJx1vmmogdhJp2,SOL
1558,48509.694643,USDC,USDC,2022-01-15,5XgStSeDe22PVKojnuHaoboNGiJxgeszhLHsQYAgEBvs,5XgStSeDe22PVKojnuHaoboNGiJxgeszhLHsQYAgEBvs,SOL
1559,2000.646748,USDC,USDC,2022-01-15,5bmnWTgWx2x9wpHfQG753gAW2XgPqy1YvKwBd49uXVQr,5bmnWTgWx2x9wpHfQG753gAW2XgPqy1YvKwBd49uXVQr,SOL
1560,200.712909,USDC,USDC,2022-01-15,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,SOL
1561,2222.0,USDC,USDC,2022-01-15,6niQWU7nuW33ktYiiXjicAouaYYiwTZcgge3u5mZUtsc,6niQWU7nuW33ktYiiXjicAouaYYiwTZcgge3u5mZUtsc,SOL
1562,4.910078,USDC,USDC,2022-01-15,6xgKUA5bJm5UDKubFQWMVPjfJQUwtDihWitE5DsSudsV,6xgKUA5bJm5UDKubFQWMVPjfJQUwtDihWitE5DsSudsV,SOL
1563,101.0,USDC,USDC,2022-01-15,78i4eitegm6F5TvghwZe4e4Vftabzv1eYt1ZxokFgmtM,78i4eitegm6F5TvghwZe4e4Vftabzv1eYt1ZxokFgmtM,SOL
1564,8701.789123,USDC,USDC,2022-01-15,8qdAzL5ALkD5SdvMgRCKsmBxkzp2jsnKdppFZ1e5TPrH,8qdAzL5ALkD5SdvMgRCKsmBxkzp2jsnKdppFZ1e5TPrH,SOL
1565,10.42612,USDC,USDC,2022-01-15,9Lfbgq6yn3aj89ALYSxBYqKCfygwGRVS3YRFPvRwjBjZ,9Lfbgq6yn3aj89ALYSxBYqKCfygwGRVS3YRFPvRwjBjZ,SOL
1566,220.758916,USDC,USDC,2022-01-15,9f5Jhyx3ACEjxKkuAV8oUFKn517z762S8RVe4DVAwM47,9f5Jhyx3ACEjxKkuAV8oUFKn517z762S8RVe4DVAwM47,SOL
1567,2000.0,USDC,USDC,2022-01-15,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY,9hS3LDeTckeUDxUb1WAsK1AmRonBmps5zpm7zWYt99bY,SOL
1568,50.0,USDC,USDC,2022-01-15,9pHNCwEB2paP66zD9k663JzZmM4Hv1Lkid5uXgxbAgPU,9pHNCwEB2paP66zD9k663JzZmM4Hv1Lkid5uXgxbAgPU,SOL
1569,100.0,USDC,USDC,2022-01-15,9xDZKwr7X7EbxX8gU6qN2XSGWS4gczeBUUZgD355myd,9xDZKwr7X7EbxX8gU6qN2XSGWS4gczeBUUZgD355myd,SOL
1570,21.926478,USDC,USDC,2022-01-15,AGQamVxERPWcaVNgv2UfPGSx2dmosbt4UhPWU2dTPz6N,AGQamVxERPWcaVNgv2UfPGSx2dmosbt4UhPWU2dTPz6N,SOL
1571,191.087062,USDC,USDC,2022-01-15,AYHKXxUujjn7qXUbx6xkk9ERkLer9WGcyXRsR4ouywpz,AYHKXxUujjn7qXUbx6xkk9ERkLer9WGcyXRsR4ouywpz,SOL
1572,6.5572,USDC,USDC,2022-01-15,BK2RN9hteeixkD6CKGWCCC5TZwMtMivxurZiufgwrH3j,BK2RN9hteeixkD6CKGWCCC5TZwMtMivxurZiufgwrH3j,SOL
1573,20000.0,USDC,USDC,2022-01-15,BPvofR9sj7D11swpMoJ124Ym2t2sLDAeqeLiYuUNatk6,BPvofR9sj7D11swpMoJ124Ym2t2sLDAeqeLiYuUNatk6,SOL
1574,500.0,USDC,USDC,2022-01-15,BwuvToBPb97faPmhtpqX17XudYSmQZtsniSukNvhbJ8J,BwuvToBPb97faPmhtpqX17XudYSmQZtsniSukNvhbJ8J,SOL
1575,5000.0,USDC,USDC,2022-01-15,C1HUYGJRZ61tJxV1Pk1wNxmSgPJu3SBVBVPqdzjpQosZ,C1HUYGJRZ61tJxV1Pk1wNxmSgPJu3SBVBVPqdzjpQosZ,SOL
1576,293.253983,USDC,USDC,2022-01-15,EP7s4UhHvZrqUy1gAxo2FpbA4nQHJFeS4khjQjzZQf7o,EP7s4UhHvZrqUy1gAxo2FpbA4nQHJFeS4khjQjzZQf7o,SOL
1577,100000.0,USDC,USDC,2022-01-15,EQoyjasDpNomZT6tTWfbpLyJmWxGrevSQf7FvdSViQYK,EQoyjasDpNomZT6tTWfbpLyJmWxGrevSQf7FvdSViQYK,SOL
1578,20.0,USDC,USDC,2022-01-15,EfetbvRs8xMhooq3ar6uS4cguM5PhTDg6fzTF9Q144kp,EfetbvRs8xMhooq3ar6uS4cguM5PhTDg6fzTF9Q144kp,SOL
1579,121.532717,USDC,USDC,2022-01-15,G1bzC9zJkH9RtfhZXfUJEv7jnJKWJs4SwhBLuZy7kNi7,G1bzC9zJkH9RtfhZXfUJEv7jnJKWJs4SwhBLuZy7kNi7,SOL
1580,729.676496,USDC,USDC,2022-01-15,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,SOL
1581,291.842964,USDC,USDC,2022-01-15,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,MNGO
1582,291.807014,USDC,USDC,2022-01-15,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,G2AUCmQ5GEbbQjR5TPDrwjYkeJiNWLPKDR3Mx3eN6Ri9,BTC
1583,10000.0,USDC,USDC,2022-01-15,GDtuLVZSZZtDJWAkeJKxpL6f4WsK74teU9FK431oLr1X,GDtuLVZSZZtDJWAkeJKxpL6f4WsK74teU9FK431oLr1X,SOL
1584,5000.0,USDC,USDC,2022-01-15,GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn,GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn,SOL
1585,100.0,USDC,USDC,2022-01-15,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,GyAgL4DLYNACxm46ALw8qHb2JVSjJ3wzmDgnvCrvJEdb,SOL
1586,300.006716,USDC,USDC,2022-01-15,HFTgygwF6mE1kY9LFK5PGwK2GSV53X4XT6jgqcTKq2fz,HFTgygwF6mE1kY9LFK5PGwK2GSV53X4XT6jgqcTKq2fz,SOL
1587,100.0,USDC,USDC,2022-01-15,HqPh7NEXRfsCkpPwrGzCFFqC2BKQ4vwgnuSM9f5WV1Jw,HqPh7NEXRfsCkpPwrGzCFFqC2BKQ4vwgnuSM9f5WV1Jw,SOL
1588,7.0,USDC,USDC,2022-01-15,J5CpjeptghemcQyMxkConV6fGxNxK6CrTrGY3WzYoZX7,J5CpjeptghemcQyMxkConV6fGxNxK6CrTrGY3WzYoZX7,SOL
